age,sex,weight_kg,height_cm,bmi,goal,fitness_level,sessions_per_week,session_duration_min,activity_level,has_gym,has_dumbbells,has_barbell,has_pullup_bar,injury_knee,injury_back,injury_shoulder,program_type
46,0,91.8,173,30.67,0,1,3,46,3,1,1,1,0,0,0,0,int_fat_loss_gym_4x
48,1,59.1,171,20.21,0,0,2,34,1,0,1,0,0,0,0,0,beg_fat_loss_home_3x
33,0,84.5,169,29.59,0,0,4,34,2,1,1,1,0,0,0,0,beg_fat_loss_gym_4x
47,0,92.8,181,28.33,1,0,4,30,3,1,0,1,0,0,0,0,beg_muscle_gym_3x
47,1,71.4,170,24.71,1,1,3,64,2,0,0,0,1,0,0,0,int_muscle_home_4x
41,1,49.6,174,16.38,1,1,5,55,2,1,1,0,0,0,0,0,int_muscle_gym_5x
39,0,68.9,183,20.57,0,0,2,40,2,0,1,0,0,0,0,0,beg_fat_loss_home_3x
53,0,83.3,175,27.2,2,0,4,20,1,1,0,0,1,0,0,0,int_maintain_gym_3x
33,0,79.4,166,28.81,0,0,4,45,3,0,1,0,0,0,1,0,beg_injury_safe_home_3x
42,1,52.6,165,19.32,0,0,4,35,2,0,1,0,1,0,0,0,beg_fat_loss_home_4x
34,0,71.6,170,24.78,0,1,5,42,4,0,1,0,1,0,0,0,int_fat_loss_home_4x
35,1,57.5,157,23.33,2,1,5,71,3,0,0,0,1,0,0,1,beg_injury_safe_home_3x
31,0,68.3,177,21.8,1,1,4,52,3,0,0,0,0,0,0,0,int_muscle_home_4x
32,1,66.8,164,24.84,0,1,4,37,4,0,1,0,1,0,0,0,int_fat_loss_home_4x
25,0,79.3,181,24.21,2,0,4,33,1,1,0,1,0,0,0,0,int_maintain_gym_3x
22,0,90.7,184,26.79,0,1,4,62,3,0,1,0,0,0,0,0,int_fat_loss_home_4x
38,1,55.0,173,18.38,0,0,3,33,1,0,1,0,1,1,0,0,beg_injury_safe_home_3x
50,1,63.9,156,26.26,2,0,3,42,1,1,0,0,0,0,0,0,int_maintain_gym_3x
22,1,69.3,151,30.39,1,0,4,46,2,1,0,1,0,0,0,0,beg_muscle_gym_4x
37,0,109.0,205,25.94,1,0,3,34,2,0,1,0,1,1,1,0,beg_injury_safe_home_3x
49,0,71.8,175,23.44,0,0,3,41,1,0,0,0,0,0,0,0,beg_fat_loss_home_3x
39,1,65.2,168,23.1,0,2,5,82,4,0,1,0,0,0,0,0,adv_fat_loss_gym_5x
46,1,48.3,164,17.96,2,2,5,68,2,0,1,0,0,0,0,0,int_maintain_gym_4x
51,1,57.7,172,19.5,1,2,6,44,5,0,1,0,0,0,0,0,int_muscle_home_4x
20,1,67.2,158,26.92,1,0,4,37,3,0,1,0,0,1,0,0,beg_injury_safe_home_3x
43,1,62.8,161,24.23,2,2,5,40,4,0,0,0,1,0,0,0,int_maintain_gym_4x
25,1,80.6,155,33.55,0,2,6,65,3,1,1,0,0,1,0,0,int_injury_safe_gym_3x
26,0,70.0,160,27.34,0,2,5,60,4,1,0,1,1,0,0,0,adv_fat_loss_gym_5x
46,1,74.9,175,24.46,2,2,5,69,4,1,0,1,0,0,0,0,int_maintain_gym_4x
40,0,84.7,165,31.11,0,0,4,55,1,0,1,0,0,0,0,0,beg_fat_loss_home_4x
37,1,51.4,164,19.11,1,0,4,39,2,1,0,0,0,0,0,0,beg_muscle_gym_4x
48,0,83.0,180,25.62,0,1,4,34,3,1,0,0,0,0,0,0,int_fat_loss_gym_4x
38,1,80.0,165,29.38,1,1,3,33,5,1,0,1,0,0,0,1,int_injury_safe_gym_3x
52,1,56.2,171,19.22,1,0,2,35,3,0,0,0,0,0,0,0,beg_muscle_home_3x
52,0,87.0,169,30.46,0,2,4,40,4,0,1,0,0,0,0,0,adv_fat_loss_gym_5x
41,0,89.7,183,26.78,1,1,4,48,3,1,0,1,0,0,1,0,int_injury_safe_gym_3x
43,1,68.7,167,24.63,0,1,5,54,4,0,1,0,0,0,0,0,int_fat_loss_home_4x
38,0,66.6,180,20.56,1,1,3,43,3,1,0,1,0,0,0,1,int_injury_safe_gym_3x
50,0,62.7,184,18.52,2,2,6,66,3,1,0,1,1,0,0,0,int_maintain_gym_4x
52,1,48.6,150,21.6,0,0,2,46,2,0,1,0,1,0,0,0,beg_fat_loss_home_3x
21,0,86.2,183,25.74,2,2,6,55,4,1,0,1,0,0,0,0,int_maintain_gym_4x
52,1,54.6,161,21.06,2,1,3,57,3,1,0,0,0,0,0,0,int_maintain_gym_4x
36,1,75.5,168,26.75,2,1,3,57,2,0,0,0,1,0,0,0,int_maintain_gym_4x
34,1,49.0,160,19.14,0,0,2,46,4,0,1,0,0,1,0,0,beg_injury_safe_home_3x
50,0,72.3,189,20.24,0,1,5,59,4,0,1,0,0,0,0,0,int_fat_loss_home_4x
31,1,62.8,157,25.48,1,0,2,43,2,0,1,0,0,0,0,0,beg_muscle_home_3x
35,1,51.1,164,19.0,1,0,3,30,3,0,1,0,1,0,0,0,beg_muscle_home_3x
35,1,63.1,157,25.6,1,1,3,50,3,0,1,0,0,0,0,0,int_muscle_home_4x
40,1,75.1,160,29.34,0,0,2,43,1,0,1,0,0,0,0,0,beg_fat_loss_home_3x
26,0,71.3,182,21.53,0,1,5,39,1,0,1,0,1,0,0,0,int_fat_loss_home_4x
50,0,93.8,177,29.94,1,0,4,40,3,0,1,0,0,0,0,0,beg_muscle_home_3x
50,0,85.8,182,25.9,0,0,4,29,1,0,1,0,0,0,0,0,beg_fat_loss_home_3x
31,0,81.6,178,25.75,1,0,2,38,4,0,0,0,0,0,1,0,beg_injury_safe_home_3x
54,1,71.0,155,29.55,2,1,5,40,3,1,0,1,0,0,0,0,int_maintain_gym_4x
18,0,82.9,181,25.3,1,1,5,44,3,0,1,0,1,0,0,0,int_muscle_home_4x
18,1,71.6,169,25.07,2,1,4,38,3,1,0,1,0,0,0,0,int_maintain_gym_4x
39,0,75.6,183,22.57,1,2,6,55,4,0,1,0,0,0,1,0,beg_injury_safe_home_3x
41,0,81.0,171,27.7,1,2,4,66,5,1,0,1,1,0,0,0,adv_muscle_gym_5x
42,1,59.6,150,26.49,2,0,2,23,2,0,1,0,0,1,0,0,beg_injury_safe_home_3x
29,0,88.8,177,28.34,0,1,3,30,2,1,0,1,1,1,0,0,int_injury_safe_gym_3x
31,1,52.5,156,21.57,0,1,5,46,2,1,0,0,1,1,0,0,int_injury_safe_gym_3x
49,1,74.7,163,28.12,0,2,5,62,4,1,0,0,0,0,0,0,adv_fat_loss_gym_5x
45,0,77.0,179,24.03,2,1,3,36,2,0,1,0,0,0,0,0,int_maintain_gym_4x
46,1,60.9,175,19.89,1,0,3,44,3,0,1,0,0,1,0,0,beg_injury_safe_home_3x
54,1,77.8,162,29.64,2,0,4,30,4,0,1,0,0,0,0,0,beg_maintain_home_3x
27,0,87.0,177,27.77,0,1,5,38,1,0,1,0,0,1,0,0,beg_injury_safe_home_3x
49,1,80.2,161,30.94,1,1,3,51,2,1,1,1,1,0,0,0,int_muscle_gym_4x
54,1,51.9,165,19.06,0,1,5,54,3,0,0,0,0,0,0,0,int_fat_loss_home_4x
24,0,72.9,186,21.07,0,2,4,56,3,0,0,0,1,0,1,0,beg_injury_safe_home_3x
49,0,61.3,165,22.52,2,1,4,54,3,1,1,0,0,0,1,0,int_injury_safe_gym_3x
29,0,71.9,177,22.95,0,0,4,40,3,1,1,1,1,0,0,0,beg_fat_loss_gym_4x
49,1,58.6,160,22.89,1,0,4,34,4,0,1,0,1,0,0,0,beg_muscle_home_3x
42,1,50.0,165,18.37,0,0,4,41,2,0,1,0,0,0,0,0,beg_fat_loss_home_4x
54,0,75.8,177,24.19,1,1,4,55,2,0,1,0,0,0,0,0,int_muscle_home_4x
23,1,88.9,173,29.7,0,1,3,50,3,1,1,0,0,0,0,0,int_fat_loss_gym_4x
37,1,57.3,171,19.6,1,1,3,51,2,0,1,0,0,0,0,1,beg_injury_safe_home_3x
49,1,66.3,160,25.9,0,1,5,68,1,1,0,1,0,0,0,0,int_fat_loss_gym_5x
42,1,47.6,161,18.36,1,0,3,40,3,0,1,0,1,0,0,0,beg_muscle_home_3x
37,0,78.7,169,27.56,0,0,3,39,1,0,1,0,1,0,0,0,beg_fat_loss_home_3x
42,1,63.5,166,23.04,1,1,4,54,2,1,0,0,0,0,0,0,int_muscle_gym_4x
49,0,77.0,176,24.86,0,2,6,80,4,1,0,1,0,0,0,0,adv_fat_loss_gym_5x
20,0,108.9,186,31.48,0,1,3,39,3,1,0,0,0,0,0,0,int_fat_loss_gym_4x
21,0,81.6,182,24.63,1,1,5,42,2,1,0,0,0,0,0,0,int_muscle_gym_4x
35,1,67.7,168,23.99,1,1,4,46,3,0,1,0,1,1,0,0,beg_injury_safe_home_3x
42,0,71.9,169,25.17,2,0,2,43,2,0,0,0,1,1,0,0,beg_injury_safe_home_3x
18,1,60.9,163,22.92,0,2,6,60,4,0,0,0,1,0,0,0,adv_fat_loss_gym_5x
22,1,59.2,165,21.74,2,0,2,36,2,1,0,0,0,1,1,0,beg_injury_safe_home_3x
37,1,52.1,154,21.97,1,2,4,40,5,0,1,0,0,0,0,0,int_muscle_home_4x
26,1,69.2,171,23.67,1,0,4,39,2,0,1,0,1,0,0,0,beg_muscle_home_3x
49,1,63.6,166,23.08,0,2,6,50,4,0,0,0,1,0,1,0,beg_injury_safe_home_3x
38,1,60.8,159,24.05,0,0,4,40,3,1,1,1,0,0,0,0,beg_fat_loss_gym_4x
39,0,92.0,175,30.04,0,0,2,46,5,0,0,0,1,0,0,1,beg_injury_safe_home_3x
42,0,80.9,189,22.65,0,0,4,28,3,1,0,1,0,0,0,1,beg_injury_safe_home_3x
51,1,84.4,167,30.26,0,2,6,79,5,1,0,1,0,0,0,0,adv_fat_loss_gym_5x
54,1,45.0,166,16.33,1,1,4,55,4,1,0,0,0,0,0,0,int_muscle_gym_4x
30,1,51.6,174,17.04,1,0,4,51,1,0,1,0,0,0,0,0,beg_muscle_home_3x
42,1,60.3,168,21.36,0,0,2,33,2,0,1,0,0,0,1,0,beg_injury_safe_home_3x
54,0,109.2,191,29.93,1,1,4,44,3,0,1,0,0,0,0,0,int_muscle_home_4x
39,0,65.8,173,21.99,1,1,4,56,2,1,1,1,0,0,0,0,int_muscle_gym_4x
47,1,58.3,164,21.68,0,2,4,53,5,0,0,0,1,0,0,0,adv_fat_loss_gym_5x
25,1,57.6,162,21.95,0,1,5,66,2,0,0,0,0,0,0,0,int_fat_loss_home_4x
39,0,73.5,166,26.67,1,0,2,32,2,0,0,0,1,0,0,1,beg_injury_safe_home_3x
24,1,65.0,174,21.47,0,1,4,33,5,1,0,1,0,1,0,0,int_injury_safe_gym_3x
48,1,62.2,176,20.08,0,0,2,41,1,0,0,0,1,0,0,0,beg_fat_loss_home_3x
34,1,79.3,166,28.78,1,1,5,38,2,0,1,0,0,0,0,0,int_muscle_home_4x
23,1,74.1,168,26.25,0,0,4,45,2,0,1,0,1,0,0,0,beg_fat_loss_home_4x
23,1,62.3,170,21.56,0,0,3,28,3,0,1,0,1,0,0,0,beg_fat_loss_home_3x
42,0,94.9,186,27.43,0,0,3,25,3,0,0,0,1,0,0,0,beg_fat_loss_home_3x
39,1,49.7,163,18.71,1,1,5,50,2,1,0,1,0,0,0,0,int_muscle_gym_5x
30,0,76.2,177,24.32,1,1,3,37,5,1,0,1,0,0,0,0,int_muscle_gym_4x
41,0,68.9,171,23.56,1,0,3,21,4,0,0,0,1,0,0,0,beg_muscle_home_3x
26,0,78.5,174,25.93,0,1,4,57,3,0,1,0,1,0,0,0,int_fat_loss_home_4x
31,0,109.7,175,35.82,2,0,3,49,1,0,0,0,0,0,0,0,beg_maintain_home_3x
26,0,85.1,182,25.69,2,0,4,46,2,1,1,0,1,0,0,0,int_maintain_gym_3x
39,0,97.8,172,33.06,2,1,4,51,4,1,0,0,0,0,0,0,int_maintain_gym_4x
40,0,68.6,173,22.92,1,0,3,42,3,0,1,0,0,0,0,0,beg_muscle_home_3x
26,1,60.0,155,24.97,2,0,4,55,1,0,1,0,0,0,0,0,beg_maintain_home_3x
40,1,67.9,167,24.35,1,0,4,26,1,0,1,0,0,0,0,0,beg_muscle_home_3x
52,0,108.4,185,31.67,1,1,3,54,2,1,1,0,1,0,1,0,int_injury_safe_gym_3x
24,0,61.9,175,20.21,2,1,4,38,4,0,1,0,0,0,0,0,int_maintain_gym_4x
21,1,90.7,164,33.72,0,1,4,57,3,0,0,0,1,0,0,0,int_fat_loss_home_4x
18,1,62.0,165,22.77,2,0,4,39,2,0,0,0,0,0,0,0,beg_maintain_home_3x
45,1,73.5,166,26.67,2,1,3,35,3,0,1,0,0,1,0,0,beg_injury_safe_home_3x
52,1,45.0,168,15.94,1,1,3,49,4,0,1,0,1,0,1,0,beg_injury_safe_home_3x
42,1,75.3,156,30.94,0,1,5,32,4,1,1,0,0,0,0,0,int_fat_loss_gym_4x
36,1,66.5,153,28.41,0,0,2,36,2,0,0,0,1,0,0,0,beg_fat_loss_home_3x
47,0,55.3,170,19.13,1,1,5,43,3,0,1,0,0,0,0,0,int_muscle_home_4x
52,1,55.8,162,21.26,1,2,5,84,5,0,1,0,0,1,0,0,beg_injury_safe_home_3x
54,1,51.4,167,18.43,2,1,5,50,2,0,1,0,0,0,0,0,int_maintain_gym_4x
33,0,68.2,184,20.14,0,0,4,33,2,1,0,1,1,0,0,0,beg_fat_loss_gym_4x
47,1,71.0,169,24.86,0,1,3,48,4,1,0,1,1,0,0,0,int_fat_loss_gym_4x
35,0,76.6,176,24.73,2,0,4,39,1,0,0,0,1,0,0,0,beg_maintain_home_3x
19,0,62.6,187,17.9,2,0,4,42,3,0,0,0,1,0,0,0,beg_maintain_home_3x
18,0,59.2,173,19.78,1,0,2,48,2,0,1,0,0,0,0,1,beg_injury_safe_home_3x
35,1,57.6,175,18.81,1,1,5,45,4,1,0,1,1,0,0,0,int_muscle_gym_4x
21,1,51.5,173,17.21,1,2,6,71,4,0,0,0,1,0,0,0,int_muscle_home_4x
55,1,69.8,168,24.73,2,0,3,53,1,0,1,0,0,0,0,0,beg_maintain_home_3x
36,0,73.8,175,24.1,2,2,6,74,3,0,1,0,0,0,0,0,int_maintain_gym_4x
44,0,73.9,177,23.59,1,1,4,56,3,0,1,0,0,0,0,0,int_muscle_home_4x
47,0,69.9,186,20.2,0,1,4,41,3,1,1,1,0,0,0,0,int_fat_loss_gym_4x
32,0,66.7,176,21.53,0,0,4,30,1,0,1,0,0,0,0,0,beg_fat_loss_home_3x
32,1,77.8,154,32.8,0,0,4,20,2,0,1,0,0,0,1,0,beg_injury_safe_home_3x
49,0,72.1,162,27.47,1,1,4,46,4,0,1,0,0,1,0,0,beg_injury_safe_home_3x
55,0,61.6,171,21.07,1,2,4,65,3,1,0,1,0,0,0,0,adv_muscle_gym_5x
18,1,45.0,164,16.73,0,0,3,46,2,0,1,0,1,1,0,0,beg_injury_safe_home_3x
32,1,49.2,167,17.64,0,0,3,39,2,0,1,0,1,0,0,1,beg_injury_safe_home_3x
36,1,81.7,159,32.32,0,1,3,68,2,1,1,1,0,0,0,0,int_fat_loss_gym_4x
33,0,85.2,183,25.44,0,0,2,32,2,0,1,0,0,0,0,0,beg_fat_loss_home_3x
22,1,57.8,162,22.02,2,0,4,41,3,0,1,0,0,0,0,0,beg_maintain_home_3x
43,1,76.5,168,27.1,0,2,6,64,4,1,0,1,0,0,0,0,adv_fat_loss_gym_5x
25,0,62.1,162,23.66,2,0,4,41,2,0,1,0,1,0,0,0,beg_maintain_home_3x
32,1,53.0,162,20.2,1,0,3,28,2,0,1,0,0,0,0,0,beg_muscle_home_3x
36,0,102.1,172,34.51,0,1,3,32,3,1,0,1,0,0,0,0,int_fat_loss_gym_4x
37,1,54.0,162,20.58,0,0,4,41,2,1,0,1,0,0,0,0,beg_fat_loss_gym_4x
51,0,69.5,186,20.09,2,0,2,37,2,0,1,0,0,0,0,0,beg_maintain_home_2x
34,0,82.4,183,24.61,0,1,4,43,2,0,1,0,0,0,0,0,int_fat_loss_home_4x
22,1,47.8,161,18.44,0,1,5,62,3,0,1,0,1,0,0,0,int_fat_loss_home_4x
52,0,104.3,174,34.45,0,0,4,28,2,0,1,0,0,0,0,0,beg_fat_loss_home_3x
52,1,47.3,152,20.47,0,1,5,30,3,0,0,0,1,0,0,0,int_fat_loss_home_4x
33,1,68.0,161,26.23,0,0,2,44,3,0,1,0,1,0,0,0,beg_fat_loss_home_3x
25,1,49.0,163,18.44,1,1,5,35,4,1,0,1,0,0,0,0,int_muscle_gym_4x
36,0,106.2,178,33.52,2,1,5,33,2,1,0,1,0,1,0,0,int_injury_safe_gym_3x
46,1,64.5,168,22.85,1,1,3,66,3,1,0,1,0,0,0,1,int_injury_safe_gym_3x
21,1,65.3,171,22.33,2,0,2,34,3,0,0,0,1,0,0,0,beg_maintain_home_2x
39,0,85.1,181,25.98,0,1,5,43,4,1,0,0,0,0,0,0,int_fat_loss_gym_4x
47,1,72.8,171,24.9,1,2,4,63,5,1,0,1,1,0,0,0,adv_muscle_gym_5x
41,0,87.8,169,30.74,0,0,4,52,4,1,0,1,1,0,0,0,beg_fat_loss_gym_4x
24,1,79.7,164,29.63,1,0,2,35,2,1,0,1,0,0,0,0,beg_muscle_gym_3x
51,1,57.8,156,23.75,0,0,2,34,3,1,0,0,1,0,0,0,beg_fat_loss_gym_3x
26,1,57.4,156,23.59,0,0,2,44,3,0,0,0,1,0,0,0,beg_fat_loss_home_3x
24,1,59.2,162,22.56,1,1,5,53,3,0,0,0,1,0,0,0,int_muscle_home_4x
55,0,83.3,181,25.43,0,2,5,72,3,1,1,0,0,0,0,0,adv_fat_loss_gym_5x
28,1,69.2,159,27.37,0,1,3,34,4,1,0,1,0,0,0,0,int_fat_loss_gym_4x
19,0,72.3,187,20.68,2,1,5,46,3,1,0,1,0,0,0,0,int_maintain_gym_4x
43,1,45.8,162,17.45,1,1,3,44,2,1,1,1,0,1,0,0,int_injury_safe_gym_3x
44,0,67.8,173,22.65,1,0,3,32,2,0,1,0,0,0,0,0,beg_muscle_home_3x
31,0,67.0,177,21.39,0,1,3,50,4,0,1,0,0,1,0,0,beg_injury_safe_home_3x
45,0,100.0,175,32.65,2,2,6,58,3,0,1,0,0,0,0,0,int_maintain_gym_4x
40,1,74.0,160,28.91,0,0,4,43,3,0,1,0,0,0,0,0,beg_fat_loss_home_4x
41,1,72.0,160,28.12,0,0,2,43,1,0,1,0,1,0,0,0,beg_fat_loss_home_3x
54,1,55.9,172,18.9,1,1,4,65,3,0,1,0,0,0,0,0,int_muscle_home_4x
22,1,65.7,158,26.32,0,0,3,46,4,0,1,0,0,0,1,0,beg_injury_safe_home_3x
32,0,134.2,174,44.33,0,0,2,27,1,0,1,0,0,1,1,0,beg_injury_safe_home_3x
37,0,78.0,176,25.18,0,1,3,46,3,0,1,0,1,0,1,0,beg_injury_safe_home_3x
51,0,76.9,175,25.11,1,2,4,47,3,1,0,1,0,0,0,0,adv_muscle_gym_5x
55,1,78.3,159,30.97,1,1,3,41,4,1,1,1,0,0,0,0,int_muscle_gym_4x
21,0,68.1,185,19.9,1,1,3,49,5,0,0,0,1,0,0,0,int_muscle_home_4x
31,1,45.0,163,16.94,1,0,4,33,1,0,1,0,0,0,1,0,beg_injury_safe_home_3x
24,1,45.0,165,16.53,1,0,4,24,2,1,1,1,0,0,1,0,beg_injury_safe_home_3x
44,1,85.3,157,34.61,0,2,5,79,3,0,1,0,1,0,0,0,adv_fat_loss_gym_5x
26,1,83.7,170,28.96,0,0,3,39,2,1,0,1,1,1,0,0,beg_injury_safe_home_3x
29,1,60.7,167,21.76,2,0,4,51,1,0,1,0,0,0,0,1,beg_injury_safe_home_3x
35,0,61.4,168,21.75,2,0,3,40,2,0,1,0,0,0,0,0,beg_maintain_home_3x
33,1,96.2,157,39.03,2,2,4,55,5,1,0,0,0,1,0,0,int_injury_safe_gym_3x
28,0,76.4,177,24.39,0,0,4,50,3,0,1,0,0,0,0,0,beg_fat_loss_home_4x
46,1,52.2,169,18.28,2,0,3,47,2,0,1,0,1,0,0,0,beg_maintain_home_3x
41,1,75.0,165,27.55,0,1,5,62,3,1,1,0,0,0,0,1,int_injury_safe_gym_3x
22,0,93.7,178,29.57,1,1,4,43,3,0,1,0,0,0,0,0,int_muscle_home_4x
37,1,56.1,157,22.76,1,0,4,39,1,0,1,0,0,0,0,0,beg_muscle_home_3x
47,0,88.0,187,25.17,0,0,3,43,3,1,0,0,0,0,0,0,beg_fat_loss_gym_3x
45,1,53.4,167,19.15,0,0,2,40,2,0,0,0,1,1,0,0,beg_injury_safe_home_3x
21,0,87.3,181,26.65,0,0,3,53,3,0,0,0,1,0,0,0,beg_fat_loss_home_3x
41,1,63.5,174,20.97,1,1,5,38,2,0,1,0,0,0,0,0,int_muscle_home_4x
31,0,107.4,178,33.9,1,0,2,41,2,0,1,0,0,0,0,0,beg_muscle_home_3x
34,1,90.6,168,32.1,0,1,5,34,4,0,1,0,0,0,0,0,int_fat_loss_home_4x
44,0,84.5,166,30.66,1,1,4,63,3,1,0,0,0,0,0,0,int_muscle_gym_4x
48,0,79.4,169,27.8,0,0,4,35,2,0,1,0,0,0,1,0,beg_injury_safe_home_3x
52,1,78.3,162,29.84,0,2,6,70,3,1,0,1,0,0,0,0,adv_fat_loss_gym_5x
20,0,70.3,173,23.49,0,2,6,76,3,0,0,0,1,0,0,0,adv_fat_loss_gym_5x
39,0,56.7,184,16.75,2,0,3,37,3,1,0,0,0,0,0,1,beg_injury_safe_home_3x
51,1,75.0,170,25.95,1,0,3,47,2,0,1,0,0,0,0,0,beg_muscle_home_3x
19,0,53.3,179,16.63,0,0,2,45,1,1,0,1,1,0,1,0,beg_injury_safe_home_3x
25,0,76.1,185,22.24,0,1,4,44,4,1,0,0,0,0,1,0,int_injury_safe_gym_3x
23,0,55.1,179,17.2,0,1,4,59,2,1,0,0,0,1,0,0,int_injury_safe_gym_3x
43,0,81.0,180,25.0,1,2,4,74,4,0,1,0,0,1,0,0,beg_injury_safe_home_3x
29,1,67.0,174,22.13,0,1,3,59,2,0,0,0,0,0,0,0,int_fat_loss_home_4x
23,0,68.8,169,24.09,1,0,4,27,1,0,0,0,0,0,0,1,beg_injury_safe_home_3x
24,1,46.2,169,16.18,1,1,3,42,2,0,1,0,0,0,0,0,int_muscle_home_4x
38,0,58.6,170,20.28,0,1,3,43,3,0,1,0,0,0,0,0,int_fat_loss_home_4x
32,0,102.7,191,28.15,0,0,4,31,2,0,1,0,1,0,0,0,beg_fat_loss_home_4x
21,0,78.3,190,21.69,1,2,6,70,2,1,1,1,1,0,0,0,adv_strength_gym_5x
54,1,72.5,166,26.31,0,0,3,34,3,0,1,0,0,0,0,0,beg_fat_loss_home_3x
53,0,92.7,177,29.59,0,1,3,41,3,1,1,1,0,0,0,0,int_fat_loss_gym_4x
37,0,71.5,168,25.33,0,2,4,57,4,1,0,1,1,0,0,1,int_injury_safe_gym_3x
31,1,72.1,167,25.85,0,0,3,32,1,0,1,0,0,0,0,1,beg_injury_safe_home_3x
39,0,81.3,179,25.37,1,0,2,39,4,0,1,0,1,0,0,0,beg_muscle_home_3x
49,1,46.4,170,16.06,0,1,5,41,2,0,1,0,1,0,0,0,int_fat_loss_home_4x
51,0,77.5,169,27.13,1,1,5,60,2,0,0,0,0,0,0,1,beg_injury_safe_home_3x
42,1,81.3,156,33.41,1,0,4,32,4,1,0,1,0,0,0,0,beg_muscle_gym_4x
35,1,73.6,160,28.75,1,1,4,30,3,0,0,0,0,1,0,0,beg_injury_safe_home_3x
24,0,89.7,185,26.21,2,1,4,46,5,0,1,0,1,0,0,0,int_maintain_gym_4x
53,0,70.0,179,21.85,0,0,2,41,1,0,1,0,0,0,0,0,beg_fat_loss_home_3x
42,1,55.9,164,20.78,0,2,6,61,4,1,0,1,0,0,0,0,adv_fat_loss_gym_5x
43,0,93.1,176,30.06,0,0,2,46,2,0,0,0,1,0,0,0,beg_fat_loss_home_3x
51,0,58.0,195,15.25,2,0,4,42,2,0,0,0,0,0,0,0,beg_maintain_home_3x
50,0,100.9,176,32.57,1,1,4,31,4,0,1,0,0,1,0,0,beg_injury_safe_home_3x
37,1,58.4,169,20.45,1,1,3,55,3,1,0,0,0,0,0,0,int_muscle_gym_4x
41,0,72.3,180,22.31,2,0,4,39,1,1,1,1,1,0,0,0,int_maintain_gym_3x
24,0,97.8,164,36.36,0,0,3,37,3,0,1,0,0,0,0,0,beg_fat_loss_home_3x
45,1,55.0,160,21.48,1,0,4,35,1,0,0,0,1,0,0,0,beg_muscle_home_3x
50,1,52.2,164,19.41,2,1,3,31,2,0,0,0,1,0,0,0,int_maintain_gym_4x
33,1,82.5,162,31.44,2,2,5,70,3,0,1,0,0,0,0,0,int_maintain_gym_4x
34,1,64.5,163,24.28,1,0,2,41,1,1,0,1,0,0,0,0,beg_muscle_gym_3x
45,1,62.8,162,23.93,0,2,5,59,3,0,0,0,0,0,0,0,adv_fat_loss_gym_5x
54,0,78.1,184,23.07,2,0,2,28,2,0,0,0,1,0,0,0,beg_maintain_home_2x
54,1,62.2,175,20.31,1,0,4,29,2,0,0,0,0,0,0,0,beg_muscle_home_3x
31,1,84.4,162,32.16,0,0,3,34,1,0,1,0,0,0,0,0,beg_fat_loss_home_3x
47,1,45.0,161,17.36,0,0,2,28,5,0,1,0,0,0,0,0,beg_fat_loss_home_3x
30,0,62.3,172,21.06,0,1,3,51,2,1,1,1,0,1,0,1,int_injury_safe_gym_3x
37,1,63.0,164,23.42,1,1,3,39,1,0,1,0,0,0,0,0,int_muscle_home_4x
34,1,67.8,165,24.9,2,1,5,50,4,0,1,0,0,0,0,0,int_maintain_gym_4x
27,1,74.5,160,29.1,2,0,2,36,2,0,0,0,1,0,0,0,beg_maintain_home_2x
36,1,66.3,171,22.67,0,2,4,49,4,0,0,0,0,0,0,0,adv_fat_loss_gym_5x
33,1,45.0,166,16.33,0,1,5,48,5,1,1,1,1,0,1,0,int_injury_safe_gym_3x
51,0,92.6,184,27.35,0,0,2,32,1,0,0,0,0,0,0,0,beg_fat_loss_home_3x
54,0,89.4,178,28.22,0,1,3,33,2,0,1,0,0,0,0,0,int_fat_loss_home_4x
53,1,65.7,156,27.0,1,0,3,45,1,0,1,0,0,0,0,0,beg_muscle_home_3x
40,1,72.3,157,29.33,0,0,2,40,2,0,0,0,1,0,0,0,beg_fat_loss_home_3x
18,0,79.6,176,25.7,0,0,4,50,2,0,1,0,1,0,1,0,beg_injury_safe_home_3x
28,1,60.3,175,19.69,0,1,4,47,2,0,0,0,0,1,0,0,beg_injury_safe_home_3x
19,1,69.6,166,25.26,1,2,6,71,4,0,1,0,0,0,1,0,beg_injury_safe_home_3x
44,0,108.0,170,37.37,1,0,4,41,1,0,1,0,1,0,0,0,beg_muscle_home_3x
18,0,56.0,184,16.54,0,0,2,29,3,0,0,0,1,0,0,0,beg_fat_loss_home_3x
27,1,60.7,158,24.32,0,1,5,40,4,1,0,1,0,0,0,0,int_fat_loss_gym_4x
29,1,45.0,166,16.33,2,2,6,72,4,0,1,0,0,0,0,1,beg_injury_safe_home_3x
48,0,77.6,185,22.67,1,1,3,43,4,1,0,1,0,0,1,0,int_injury_safe_gym_3x
36,1,87.1,175,28.44,2,1,3,73,3,0,1,0,1,0,0,0,int_maintain_gym_4x
25,1,86.0,167,30.84,1,0,4,55,4,0,1,0,1,0,0,0,beg_muscle_home_3x
42,0,97.7,172,33.02,1,1,5,49,2,1,0,0,0,0,0,0,int_muscle_gym_5x
52,0,54.0,179,16.85,1,1,3,35,3,1,1,0,1,0,0,0,int_muscle_gym_4x
27,1,45.0,176,14.53,1,1,4,56,1,0,0,0,0,0,0,0,int_muscle_home_4x
